,Composition,Formation Energy Per Atom,Corrected Energy
265724,Ho3Ir19Na2P12,-0.6888,-274.0785
265725,F2O4Tc2,-2.102,-61.1524
265726,B24Lu4Re2Sm4Tc2,-0.6611,-266.6752
265727,Ce4In2Ir2Pt2,-0.8873,-67.9269
265728,As3Co1Li2Ni11P4,-0.5053,-120.7504
265729,Nd12Pd4Rh8Si8,-0.9237,-209.8117
265730,Lu1Pa1Pr2Pt4,-1.1313,-56.9315
265731,B6Be1Ge2Ni20,-0.3008,-177.3882
265732,Co1Pt3Si4,-0.6554,-52.2657
265733,B24Pa4Re4Tm4,-0.6942,-291.0362
265734,Ho1Ru1Tc3Tm11,-0.2042,-97.4395
265735,Al24Au1Nd6Pt1Ru6,-0.682,-209.4089
265736,B24Er7Re2Rh2Y1,-0.6667,-262.3648
265737,Pr8Pt16Tm5Y7,-1.1277,-243.6236
265738,Cl12Ho8Si2,-2.1722,-117.4817
265739,Gd5In6O18Sm1,-2.9511,-269.2057
265740,Al6Ho1Pt8Yb3,-1.1265,-100.5193
265741,Au5Ba4Sn3,-0.712,-44.6179
265742,As4Ho1Nd2Pt4Tm1,-1.2284,-76.255
265743,Dy4Se12Sm1Th3,-2.1029,-129.3955
265744,Ca10Fe3N14Re1,-0.8797,-199.2542
265745,Pa3Pt4Si4Tm1,-0.9792,-90.7549
265746,Nd2Pt2Rh16Tm4,-0.6258,-172.4302
265747,Ir2Li3Nd3Pd1,-0.5213,-47.58
265748,Br20Rb8Tb3U1,-2.1254,-133.79
265749,Ir10Rh8Y6,-0.6156,-200.8727
265750,Al2Ga4Os2Sc4,-0.6129,-74.7425
265751,Co17Er4Mg1P12Tb2,-0.9423,-248.862
265752,I1Ni6O12Sb1,-1.2772,-125.254
265753,Br4Li1O12Sc1,-1.0041,-92.2392
265754,Er1Nb4Sb1Sn5Ta2,-0.3086,-96.8768
265755,As1Re3Si2Ti3,-0.7069,-82.892
265756,Nb1Si2Ti1Tm2,-0.6373,-41.6227
265757,Er5P12Pd16Zr3,-0.993,-232.0677
265758,Ca3Ga9Nd17Pb3,-0.5004,-141.479
265759,Lu1Ru8Tm1Yb2,-0.2574,-89.36
265760,Nb1Ni12P7Sc1,-0.6831,-138.0347
265761,As12Ba1Ir2Ru2,-0.5145,-102.8004
265762,C1Ga6Mn4Ta6,-0.3287,-140.7787
265763,Pd7Pt17Ta1Y8,-0.9687,-235.0205
265764,B24Dy4Ru2Tc2Tm4,-0.7112,-261.5107
265765,Ca1Rh2Si6Th3,-0.8836,-82.1309
265766,Ca3O19Os6Sm1,-2.1231,-233.6819
265767,Br2La2Sb1,-1.9026,-26.788
265768,Al5O48Sc3Si12Yb12,-3.6193,-648.3505
265769,Ho16In6Rh1Ru1,-0.427,-116.7162
265770,Ni20Si12Tb1Zr3,-0.7048,-236.3579
265771,Bi1Co4Ga1Tb12,-0.3121,-96.5807
265772,Ac1B2Ir3Nd1Ni5,-0.4844,-83.4766
265773,Ir12Lu4Pr2Si6,-0.9963,-190.1708
265774,Au1Ho16In6Mn1,-0.3461,-110.571
265775,Ho1Rh3Si4Tc1Y3,-0.956,-89.609
265776,Co2Ga18Pt3Ru1Tb4,-0.6274,-132.3137
265777,Er2Ho1In1Li3Si2,-0.526,-37.7811
265778,Au8Cd3Er7Sn1Tm1,-0.7842,-85.104
265779,Ho16Ir7Ru5Tm4,-0.6876,-221.4647
265780,Co10Ir6Mn4P12Sc4,-0.8466,-281.5291
265781,Ac2Br2H4O4,-2.3709,-73.3299
265782,Er3Ho1Ir3Pd1Zn4,-0.7507,-64.0279
265783,Al7Ga1Ni4Sc10,-0.5642,-128.1045
265784,As12Co18Ho1Lu5,-0.6306,-233.7484
265785,Os3Rh1Y12,-0.3075,-123.5644
265786,Al4Ce2Ir1Ru5Y8,-0.572,-145.2301
265787,Al3Fe2Ir1Th3,-0.5372,-64.0917
265788,B4Nb5Si2W5,-0.5207,-161.1958
265789,Br12Ca1La6Mn1,-2.0129,-100.6853
265790,Sc4Si4Tc2W2,-0.6441,-101.3984
265791,Cl20In8Tb4,-1.9482,-139.8643
265792,Dy5Ho5P2Sn6,-0.9558,-98.0349
265793,Ge2Pd1Pu3Zn3,-0.4387,-64.9567
265794,Al16Au12Dy8,-0.7107,-161.6536
265795,Bi4Ca3La17Sn12,-0.8472,-184.1026
265796,Dy2Si8Tc6Yb2,-0.6693,-129.9061
265797,Dy6O2Si6Y4,-1.3403,-120.0797
265798,I10Pr4Ru1Tb2,-1.4647,-77.806
265799,B6Co2Tm2Y3,-0.543,-89.7033
265800,Ir4Mn14P12Tm6,-0.8731,-286.8671
265801,Lu4Pb5Pt2,-0.6557,-56.0011
265802,Ga9Os2Ru1Sc3,-0.5057,-85.5642
265803,B24Mo1Re3Sc4Th4,-0.7151,-289.2147
265804,Lu19Nd1Pt16,-1.2292,-232.0506
265805,I12K1Ru1Sm6,-1.4971,-86.9271
265806,Bi12Lu8Sc12,-0.6004,-178.0506
265807,Er11Ir4Tm1,-0.6181,-99.9642
265808,Au1Dy1Ho7Sc11Si16,-0.8197,-225.9301
265809,Cd1P1Pd4Pt1,-0.4412,-36.2151
265810,Au2Lu11Nd9Si14,-0.7552,-202.3329
265811,Pt4Sb4Sr3Y1,-1.0388,-64.8001
265812,Li12Np8O48Y12,-3.4243,-715.5663
265813,Bi1Hg2Mg3Y3,-0.4697,-32.9246
265814,B6Ce1Dy1Ir4Rh5,-0.627,-133.4506
265815,Hf1Pd24Pr8,-0.8037,-199.0435
265816,Cl2O4U2,-3.285,-72.3516
265817,Ge1Hf6Pd1Zn22,-0.2581,-105.0047
265818,Br12C2Dy6Rb1,-1.9603,-107.8848
265819,Li1Si2Y1Zn2,-0.4152,-24.2364
265820,Tb3Tl4Yb5,-0.3355,-35.0736
265821,Ho8Rh1Si16Ta2Ti9,-0.8171,-255.0206
265822,Cs2Ga2O9P2,-2.5815,-101.9283
265823,Ce8Ir1Rh3Si12,-0.8914,-164.8931
265824,Ce2P12Ru19Tb3,-0.8775,-298.5318
265825,B2Be2Co6Ho1Lu1,-0.4361,-77.8237
265826,Hg4Pr16Pt3Ru1,-0.5062,-117.3456
265827,B2Er1Fe8Lu1,-0.2606,-93.3342
265828,Bi6Dy1O24Tb1Ti6,-2.8792,-308.1164
265829,Ag5Al4Cd1K2,-0.0945,-33.4227
265830,Ag1Au2F12,-1.2547,-51.139
265831,Co4Dy4Ho8Rh1Tl1,-0.3243,-99.0827
265832,Ga6Hf1Pt6Ti5,-0.8436,-119.2127
265833,Al8N4Rh4Ta11Ti1,-0.8836,-255.8387
265834,Dy8Li3Sc8Si16Tc1,-0.7657,-217.9709
265835,H30Hf4Zr4,-0.4465,-192.7694
265836,Re8Si4Tb1Tm1,-0.4637,-136.8595
265837,Al4Ga8Ir7Sc6Ta4,-0.7668,-208.7401
265838,Ce12Co3Ru3Si6,-0.5859,-166.9581
265839,As7Co9Lu2Rh3,-0.5257,-138.763
265840,As4Ir2La1Rh2Th1,-0.8982,-72.3741
265841,Lu8Nb11Os1Si16,-0.7955,-273.9516
265842,As2Dy7I12Tb1,-1.5776,-99.1961
265843,B6Co20Cr1Re1W1,-0.215,-223.5347
265844,Al2Re6Tc4Ti12,-0.4705,-229.6382
265845,Be2Pd21Si4Yb2,-0.6457,-159.7622
265846,Ho4Ir2Re6,-0.4269,-115.7961
265847,Co6Ho4P12Rh4Ru10,-0.8839,-279.9616
265848,Ir2Lu2Pa1Pt1Sn3,-0.9132,-62.5521
265849,Er1Pr1Se2,-2.0073,-24.3695
265850,Co8Si14Tc1Ti7,-0.7254,-220.2125
265851,Au5Dy17Ho3Ir7,-0.7766,-195.1519
265852,Co2O5Rb6,-1.3487,-62.373
265853,Cr2Dy2O12Sr6,-3.17,-167.7714
265854,Pt2Re5W1,-0.2217,-89.0965
265855,Ge1Hg2La2P1Rh4,-0.788,-57.853
265856,Al1Fe4Si2V1,-0.5182,-61.7059
265857,Hf8Nb2Si2Sn6,-0.5299,-144.3057
265858,Na4Se16Ti8,-1.4515,-165.0318
265859,Ge16Lu8Mo11V1,-0.4949,-256.3394
265860,Ho7Si16Tc12Tm1,-0.7487,-274.6371
265861,Pa6Rh4Sb8Tc2,-0.7449,-155.196
265862,Al14Ga1Pt7Ti8,-0.8139,-185.5423
265863,Er2Pb16Tb9Y9,-0.5591,-188.5713
265864,Hg2Pb2Rh2Tm4,-0.6246,-46.9105
265865,Br20Mn1Rb8Ti6,-1.7229,-157.418
265866,Co3Pd1Si12Y8,-0.8128,-162.8468
265867,Cu2Np2Zn24,-0.066,-66.1767
265868,As12Cr1Lu2Ni16Y5,-0.7759,-227.3503
265869,Ir7Lu1Si6Zr3,-1.0328,-142.1423
265870,Ca13Dy7Hg1Si15,-0.6066,-161.8426
265871,Co6Er1Sc6Sn23,-0.3546,-190.1983
265872,Cs12Fe1Ga3Se12,-1.2342,-104.8075
265873,Nb6S12Sn1Ti1,-1.4372,-150.8951
265874,Ga1Ru7Tb1Yb3,-0.2562,-80.2759
265875,Ga18Ho1Os2Pd4Y3,-0.5837,-138.0048
265876,Br8Na5Sb1,-1.6159,-46.4821
265877,Hg1In4Pr1Rh1,-0.4411,-26.5432
265878,Cl20Dy3Er1In8,-1.9433,-139.5584
265879,Ca9Si5Sm1Sn1,-0.5522,-62.7402
265880,Ag1Cd2Pr4Rh3,-0.5377,-51.2721
265881,As6Be4K2O20,-2.1305,-212.2693
265882,Dy2Ho2Ni2Ru2Si4,-0.8395,-80.2631
265883,I16Zr1,-0.5926,-43.0067
265884,Ca2Nd1O12Pr1Ti4,-3.5912,-176.3415
265885,Co16Dy2Ho3Nb3P12,-0.9946,-267.764
265886,B4Cu2Mg1Rh10Sc3,-0.6646,-142.4497
265887,Eu5Sb6Tm2Yb1,-1.1599,-102.9647
265888,Bi6Dy6Se2Th4,-0.9794,-105.2569
265889,Al10Ga1Re4,-0.3346,-95.2816
265890,As1Ge1Nb4Sn6Zr6,-0.583,-135.5247
265891,Fe4Re1V7Zr6,-0.2029,-164.8503
265892,Al3Nd2Sc1,-0.416,-29.6012
265893,I2O12Rb2Sr4,-2.155,-114.2425
265894,Dy6I12Pt1Sr1,-1.5978,-85.6459
265895,Rb4S6V2,-1.4288,-64.0537
265896,Ni3Rh1Tm12Zn2,-0.3879,-87.9156
265897,Al4Ba5In1Pb1,-0.3629,-35.0335
265898,Ag4Cd6Li6,-0.2262,-31.9398
265899,B2Ho1N2Ni2Yb1,-1.1567,-56.9677
265900,Er4Nd2O24Tb2W4,-3.3073,-326.722
265901,O36Rb12Si12Y4,-3.0941,-478.8853
265902,Hf1Li6Mn5Pt12,-0.582,-154.0392
265903,Bi1Dy2Li3Pr1Si2,-0.6184,-40.0279
265904,B24Dy2Re4U5Yb1,-0.5967,-298.7747
265905,Lu10Tc4,-0.1557,-88.8324
265906,Cl1Pm8S11,-2.3991,-133.335
265907,Co1Er3Ga12Tb1,-0.546,-71.0642
265908,P3S4Sc7,-1.9095,-103.8462
265909,Al12Ce1Er3Ga6Y2,-0.4713,-106.9957
265910,Ca1Ho1I12Ni1Tb5,-1.5102,-84.033
265911,C1Co4Hf16Ir4N1,-0.7641,-260.5313
265912,Hf1Nd2O12Pr3Ru1,-3.4239,-167.5405
265913,Ir1Pr10Si5,-0.5745,-92.9663
265914,Dy2Er3Mn2O12,-3.2904,-163.1347
265915,Al4Co8O24Sr2,-2.0093,-270.3329
265916,Cd4Cu18Pa1Yb1,-0.0894,-90.6764
265917,In9Nd11Pd1Ru3,-0.4826,-121.7999
265918,Ag1Ga2In2Mg1Nd3,-0.5263,-35.0337
265919,Sc4Si1Te2Y2,-0.9229,-58.2809
265920,Er2Pt4Tb2Zr4,-0.8811,-87.452
265921,Al3Ho1Pd1Si2Yb2,-0.6866,-41.1086
265922,Al12Dy6Rh7Sc4,-0.8227,-173.3256
265923,Cu4Fe4N4Ta16,-0.5267,-288.0938
265924,Ho10Pb10Sc1Tm1,-0.5112,-105.0048
265925,Ga18Rh2Ru4Tb3Y1,-0.6042,-143.618
265926,Se2Sn6Tb5Tm5,-1.0618,-95.7133
265927,Ho1Pt6Si10Y3,-0.9577,-133.8137
265928,Dy3Er14Pb16Tb3,-0.5173,-169.6985
265929,As6Nd1Pr2Rh9,-0.8511,-123.8831
265930,As10Cs13In3Ti2Tl3,-0.4616,-103.6717
265931,Pt6Si4Sm4,-1.1323,-92.8528
265932,Al1Lu4Mo2Os5,-0.4036,-104.5002
265933,Dy2Er1I12Ir1Tb4,-1.5118,-89.6807
265934,Cd4Ce5Co4Ho11,-0.2469,-118.1224
265935,B6Mn1Ni21U1,-0.2831,-190.1225
265936,Ga8La19Sm1Sn4,-0.5488,-156.3269
265937,Pd4Si12Th7Y1,-0.8673,-165.0013
265938,Mo3Os3Si6Ti6,-0.7069,-158.8687
265939,Al8Os3Pb1Sc3,-0.5644,-94.8228
265940,Ce2Ho1Ru4Sn4Y1,-0.6147,-83.4272
265941,As12Co16Hf6Zr2,-0.6475,-269.7904
265942,Ac2Au3Ge1,-0.7925,-27.4418
265943,Er6Ho2In8Pd4Tb2,-0.6926,-103.8105
265944,Er2Pr18Ru1Si15,-0.6502,-209.2531
265945,Co17P12Ru1Y6,-0.9416,-267.7703
265946,Au1Cd3Si2Tb1Tm2,-0.5853,-35.7465
265947,Os6Ru1Tc1Y4,-0.3027,-116.4974
265948,Dy12Hg1Si15Tb8,-0.7233,-200.0789
265949,Pd5Pt7Tb2Th2,-1.0319,-109.0024
265950,Ca1Os2Pd2Sb11Sn1,-0.373,-90.5897
265951,O56S16Sn2Sr4,-2.0351,-516.782
265952,Dy8Pb1Si5Y2,-0.6512,-91.046
265953,Br1F20Pd1,-0.9348,-65.6117
265954,Hf3P7Pd9Zr2,-0.9094,-150.5766
265955,Co17Hf1Nd6P12,-0.9095,-257.1088
265956,Ag3In1Rh4Tb15Tm1,-0.4882,-126.4158
265957,Hf4Mn2Os1V5,-0.2831,-118.1967
265958,Hf18N6Re4V4,-0.9161,-344.6783
265959,Er6Ga7Pd16S1,-0.9848,-165.1604
265960,Cd4Dy4Ho10Ni4Th2,-0.3068,-113.2532
265961,Au8Cd3Ho8Pb1,-0.7687,-84.7057
265962,I4Nd2O16Y2,-2.1854,-160.1834
265963,Ca1Ga4Ir4Sm1,-0.6506,-60.6959
265964,Bi10Hf1U6Zr1,-0.0811,-126.6137
265965,Ag3Hg1Si2Tb1Y2,-0.5422,-42.0991
265966,Ho4Ir1Lu8Tc3,-0.2812,-98.9171
265967,B6Mg1Ni20V2,-0.3194,-184.7112
265968,Cu2La6Se14Ti2,-1.8509,-146.969
265969,Cr3Hf3P2Si1,-0.8019,-82.2998
265970,Al20La3Pr1Pt12,-1.0362,-204.6528
265971,In8Pd12Pr3Tb1,-0.714,-120.2857
265972,Al2B6Ni20Zn1,-0.3632,-174.9625
265973,Ga3Sb3Tm4Y6,-0.7888,-90.7948
265974,Ca8Pt6Tm1,-0.9006,-70.4551
265975,Ho1Ir19Li4P12,-0.6101,-267.071
265976,Cu1Fe2N8Sr8,-0.7646,-115.7747
265977,Re3Sc12Si12Tc1,-0.7627,-210.1432
265978,Au2Pr6S14Sn2,-1.6885,-141.6863
265979,Fe9Mo3P7Tb2,-0.7524,-171.73
265980,Ac1Cu1N2Sr1,-0.8546,-30.8556
265981,Bi12Er13Lu3Sc4,-0.6414,-165.4792
265982,Bi2Dy3Er3Mo1,-0.4142,-49.8773
265983,B4Ca1Ir2La1Ru2,-0.6215,-76.0996
265984,Ba1Cu1Pt3Sn1,-0.5949,-31.8101
265985,B24Ho5Ir2Re2Tb3,-0.6574,-263.3541
265986,Dy1Ga9Ru5Tb1,-0.5202,-91.189
265987,Cu1O12P4Pt1,-2.1785,-130.4126
265988,As1Er16Rh11Sc4,-0.8243,-210.4572
265989,Dy3Pt2Rh1Sn3,-1.0605,-54.9
265990,Bi8La20Ni1Ru3,-0.6824,-185.282
265991,Al24Ho5Nd1Pd3Ru5,-0.7041,-206.24
265992,B2Co6Lu2Si2,-0.6556,-83.768
265993,Co17P12Tc3Tm4,-0.8739,-266.2457
265994,As4Rh4Th1U3,-0.8469,-99.5448
265995,Hf11Lu7Os1Si16Tb1,-0.7996,-272.6298
265996,Mg1Ni4Zn1Zr4,-0.4082,-64.2533
265997,Cs2Mo5Se14Tc7,-0.8644,-201.6897
265998,Ga3Ir1Ni2Pu3,-0.5067,-76.8468
265999,Co2H6Li1Y1,-0.4903,-47.8509
266000,La7Pt8Si8Tm13,-0.9658,-219.4776
266001,Ag1In3Li1Lu3Os1,-0.3907,-41.3031
266002,Br12Ca1Li3Np2,-1.8983,-87.4403
266003,Ga10Pr19Te2Tm1,-0.5891,-150.7327
266004,Ac1Ce1Nb6S12,-1.7041,-154.381
266005,Ag3F12Rh1,-1.5381,-63.4099
266006,Ho5Ir6Na1Sn23Tm1,-0.5047,-192.1292
266007,Au20Ho1Sm11Zn4,-0.7571,-154.2597
266008,As6Ba1K2Pd1Ru5,-0.5579,-92.0146
266009,Al3Be1Ga4N4V12,-0.6937,-186.0912
266010,Br1Lu1O4Sb2,-2.4325,-53.6674
266011,Al3Ga1Rb4Se16Si4,-1.1286,-127.4233
266012,B24Pa3Re4Sm1Tm4,-0.6871,-285.9865
266013,Br12Ir3La8Nd4Ru1,-1.6872,-161.2343
266014,Cd4Lu8Ni4Tb4Y4,-0.3176,-115.0045
266015,Er2Nb6S12,-1.7087,-153.5547
266016,Bi6Fe1O18Ru2,-1.5211,-180.4923
266017,Al6Hf4Re2,-0.4834,-92.9919
266018,P1Pr1Pt3,-0.9796,-33.3051
266019,Er2La4Pr4Ru4,-0.282,-89.048
266020,B14Ho5Os1Re1Y1,-0.6382,-160.6031
266021,Au8Dy1Ho4In4Tm1Y2,-0.8181,-93.9048
266022,Cd5Ni4Tm9,-0.4039,-75.2871
266023,Fe4Pd2Rh2Zr16,-0.3501,-204.1334
266024,Bi16Ca11Sr9,-0.8619,-130.5374
266025,Cs12Na8Nb3P12Ta1,-0.4459,-144.4999
266026,Cd6Li2Ru2Tm9Y9,-0.2819,-134.2785
266027,Eu1I12Ru1Sm1Tb5,-1.5118,-95.9817
266028,Mn4Rh12Ta2Zn6,-0.4315,-166.6495
266029,Ge4Ru8Sn4Tb12,-0.6376,-182.1906
266030,Co8Mg7Mn1Sb8,-0.3065,-117.6189
266031,Cd1Lu3Pt4Zn4,-0.8602,-54.1302
266032,Mg5N48Nb3Re12Sm12,-0.9533,-720.6777
266033,Al1Ce1Ho6Pd24Tb1,-0.9315,-196.8656
266034,Al1As1Gd10Si4,-0.6673,-181.7472
266035,Ge1Lu4Rh7Sb5,-0.8771,-109.8134
266036,As6Bi1Dy2Rh12,-0.6487,-143.0536
266037,Co6Er6Na1Sn22Zn1,-0.3624,-173.8948
266038,Li4O12Rh4,-1.4474,-125.4281
266039,Ge2Lu3Pt1Zn3,-0.7758,-39.6409
266040,Cr2Mn6Na2O16,-2.0101,-208.3542
266041,Bi1Ho3Li8Sn7Y5,-0.678,-109.5801
266042,Cd1S12Ta6V1,-1.3773,-158.3359
266043,In1Lu3Pt11Y1,-1.0606,-106.5311
266044,As12Co9Pr4Ru11,-0.4902,-258.6725
266045,Fe1La3Mg1O14Sb3,-2.7663,-167.3954
266046,C1Ho4Se3,-1.674,-51.436
266047,Rh4Tb4Yb6,-0.565,-65.1424
266048,Nb1Pt3Rh5,-0.2961,-67.8001
266049,Al1Ce1Ho4Pd24Y3,-0.9212,-202.1238
266050,Al5La2Pd2Si1,-0.7659,-52.044
266051,Cu2Hf3Na2Te8,-0.942,-79.9914
266052,Pr8Rh1Si15Y12,-0.7634,-232.0722
266053,Cd4Co2Dy16Os2,-0.2678,-120.4984
266054,La8Pb16Sr12,-0.6139,-141.2646
266055,Dy6Nb1Ni17P12,-0.9764,-236.1136
266056,B4Ir3Nd2Rh1,-0.7181,-77.3142
266057,Ac11La1Ni2Os2,-0.102,-85.9167
266058,Ir4La3Nd5Y2,-0.5643,-94.8357
266059,Ca3F1La7O2Si8,-1.47,-126.6488
266060,Os1Pr8Si12Zn3,-0.6621,-134.2474
266061,Al23Pd9Th4Zn1,-0.67,-188.4707
266062,Mo1Ta3W12,-0.0883,-203.3286
266063,Ca3O24Sc4V6,-3.0637,-317.9592
266064,Os1Re5Sc3Si6Ta3,-0.6688,-172.6106
266065,Co16Mn2P12Tm5Y1,-0.9646,-260.5881
266066,Li2Pd10Th6,-0.7855,-114.2391
266067,Al6Ho4Pt6Si4,-1.0481,-119.8915
266068,K2P4S12Y2,-1.2588,-111.6194
266069,Ac1Sr3Zn8,-0.2684,-22.4879
266070,Au3Hg2Ho4Rh1,-0.7634,-43.7573
266071,B8C20Y20,-0.4346,-388.1617
266072,Al4Ho4Ir1Ru3,-0.6972,-78.3403
266073,Ac1B2La1Pt8,-0.8155,-80.7696
266074,Cu1Pd1Ru1Tb3Zn3,-0.5007,-40.7425
266075,Ir3Mg2Rh1Si2Th2,-0.9081,-71.8391
266076,Cr1Cs1O6Sn2,-2.149,-69.7451
266077,Ba4Bi2Pt4Sb2,-0.8712,-58.4515
266078,Co3Ni3Si4Yb1,-0.6112,-68.629
266079,C4Ni13Tm2Yb2,-0.3355,-131.1252
266080,Ga10Ir2Nd4Rh4,-0.783,-112.1486
266081,Au1Ho16La4Si15,-0.7488,-204.6735
266082,Hf6Nb6Si16Th8,-0.7507,-293.4932
266083,Ce3Co4Dy1Er8,-0.1905,-90.4291
266084,Au1Ho3Mg2Sn2Zn1,-0.629,-35.1614
266085,Eu4O14Sc1Ta3,-3.5896,-231.3159
266086,Ga8Sb4Se16,-0.7622,-118.0182
266087,Cd3Dy3Ho1Ni2,-0.4,-36.3319
266088,Si16Ta3Ti16W1,-0.7688,-289.3422
266089,C12Fe2Ho6V2,-0.3557,-181.1483
266090,As1Br12Rb4W1,-1.4232,-66.8
266091,Al16Pd4Pt2Tb4Zn2,-0.7583,-135.0803
266092,Ge1Nd4Pr16Si15,-0.6793,-206.026
266093,Pd2Re4Th14,-0.2145,-168.2227
266094,Co8Na4P12Rh12,-0.6699,-239.6027
266095,Ir4Lu9Tm1,-0.7423,-90.9108
266096,Co2Dy1Ga1Ho1,-0.4199,-28.5333
266097,H6Rb3Rh1,-0.3904,-34.5662
266098,K12Ta3Te16V1,-0.9923,-140.0296
266099,Al16Co2Cu1Hf6Pt4,-0.7205,-183.1661
266100,Er2Os3Re5Y2,-0.2892,-121.4436
266101,Ce6Np4O24Pr2,-3.7904,-352.1566
266102,Al2Lu6Sb4Tb4,-0.7613,-81.8506
266103,Ag2Li1Pb3Y3,-0.4695,-42.3372
266104,Er1Pt1Rh3Si12Tm7,-0.9336,-151.5731
266105,Al2Ca1Ir4Si2Y1,-0.978,-71.9479
266106,Bi6Dy1Nd4Tb5,-0.7326,-81.9126
266107,B24Re4Sm1Tm6U1,-0.6579,-276.6313
266108,O12Rh2Ru4,-1.4021,-136.4403
266109,Ca2Li4Si8Tb1Yb1,-0.4288,-68.0844
266110,Co1In1Os1Tl5Y16,-0.3405,-144.5303
266111,Ba1Hf1O24Re6,-2.4141,-282.5453
266112,Al5Fe6Hf1Sb1,-0.3652,-88.3821
266113,Cu2Ga18Ru4Tb4,-0.5082,-132.5696
266114,Bi6Br2Ca9Yb1,-1.1534,-66.9652
266115,Al4Au4Ce1Y3,-0.8344,-63.4231
266116,Bi3Cu1Ir3O14Zn1,-1.4404,-144.5048
266117,B4La2Rh4Ru1,-0.6818,-82.8212
266118,Ag3La1O14Pt4,-1.1724,-132.7808
266119,Ho1Si16Tc5Ti7Tm7,-0.811,-258.9865
266120,Co2In6Lu2Sc8Tm6,-0.3744,-126.268
266121,Au9Ho6In1Sc2,-0.8539,-87.7455
266122,Er2F28Lu2Re4,-3.3048,-240.4509
266123,Fe6P12Rh14Sm4,-0.9073,-270.4156
266124,Pt1Sc24Tc7,-0.2593,-238.872
266125,Al18Ho1Pd3Rh3Tb3,-0.7907,-145.6772
266126,Ca1Rh4Si12Th7,-0.9117,-170.3436
266127,Ga20Os6Sc4,-0.4026,-165.3337
266128,Ga1Lu2Ni1Ru1,-0.6076,-30.1627
266129,Ag1Al24Er6Os6Rh1,-0.5975,-217.5646
266130,Eu7Lu1O14,-3.1536,-215.2163
266131,Co2Dy5Nd1P12Rh16,-1.0616,-263.0254
266132,Mo12N4Pt7Zn1,-0.4193,-217.313
266133,Ho1Ru6Si10Tm3,-0.8105,-144.1194
266134,Be2Co7La2Ni1P6,-0.8148,-120.0346
266135,Ce3Pb2Rh4Sm1,-0.7413,-66.8132
266136,Ir3Nd1O14Rh1Tm3,-2.5289,-176.9815
266137,Bi8Ce8Dy8Fe4Y4,-0.5185,-191.7784
266138,Be1Pd6Tm2,-0.9248,-52.0939
266139,Co4Pd1Sn1Y12,-0.3584,-121.6719
266140,B12Ba1K1,-0.2247,-86.3277
266141,Cu4Ge1Ho3Si3,-0.6275,-57.9456
266142,As2Co2H4Nd2,-0.7507,-54.1492
266143,Nb2Ru1Se6,-1.0951,-60.3085
266144,Ba4I1O8Tb3,-3.328,-115.9342
266145,C4Ca1Ni13Yb3,-0.2694,-124.3305
266146,Os4Ta8Tc3W1,-0.3901,-190.0541
266147,In8Ir4Zr10,-0.5515,-154.9774
266148,B6Mn2Pr1Tm4,-0.4953,-87.5234
266149,Cs10Mn4S17Sn4,-1.1551,-172.3892
266150,Al1F4Fe3O12Te4,-2.0289,-157.4431
266151,Mg2Ni16P12Tm6,-0.9508,-221.7276
266152,Cu1Pb6Si1Y10,-0.5991,-107.2489
266153,Pt1Rh17Tm2Y4,-0.6005,-180.4943
266154,C4Co12Dy6Ir2,-0.3374,-175.6216
266155,Al24Co1Pt8Zr4,-0.8223,-210.1853
266156,Hg3Mg1Pd4Tb8Y8,-0.4733,-123.396
266157,Ho8Si15Sn1Ta4Ti8,-0.7817,-260.7831
266158,Bi9Dy16Ho4Sb3,-0.7639,-163.8799
266159,Au1Bi2Dy8Lu1Sc1Zn3,-0.4949,-70.4588
266160,F14Ir1Tc1Tm2,-3.1754,-112.0682
266161,I2Pd1Pr2Si1,-1.3428,-31.2718
266162,Al1Ru12Sn5Ti6,-0.6231,-197.4123
266163,Ce4Lu2Sb10U2,-0.9039,-112.9174
266164,B4Ge1Mo2Si1Ti8,-0.6893,-132.6499
266165,Li1Ni17P12Zr6,-0.9213,-249.5841
266166,Ga2Ir7Sr3,-0.4187,-78.0183
266167,Ga1Nd3Pb2Pt3,-0.8991,-51.0626
266168,Ag1Ir1Lu3Rh1Sn3,-0.7847,-51.6893
266169,Ho7In4Pt8U1,-1.0602,-124.1472
266170,Fe1Nd4O12Pr1Ru1,-3.039,-158.7144
266171,B24Mn2Os2Tm6Y2,-0.6849,-265.5298
266172,Co4Ho8In1Ru1Tm4,-0.3001,-100.4243
266173,Er3Ho7O2Si6,-1.3446,-112.4298
266174,B2Co4Ni2Y2Zn2,-0.4466,-74.1637
266175,Cd3In1Ir4Pr16,-0.4431,-128.0026
266176,Ba2Ho1N14Ti8Y1,-1.6551,-237.7953
266177,Bi2Lu8Pt1Tm2Zn3,-0.5408,-71.4027
266178,Sb6Sc6Ti2Zr2,-0.8588,-109.3966
266179,Bi2Cu4Lu1Tm9,-0.36,-74.7405
266180,B2Ga6Mn2Ta6Ti2,-0.4634,-145.1308
266181,Au10Er1Nd6Sc1,-0.8324,-87.2308
266182,Bi2Ni2Si2Tm10,-0.5833,-84.2823
266183,Co2Dy1Pa1Tm1,-0.3623,-34.6253
266184,Ir19Na5P6Si6,-0.5706,-260.1166
266185,Ir3Pa1Pm2,-0.7987,-50.3233
266186,Ba2Cl16Fe4,-1.7158,-105.0421
266187,Ga7Pa4Pd1Tc5,-0.4636,-124.1194
